"lgu","province","year","unliquidated"
"Lope de Vega","Northern Samar",2012,2963832
"Maelang","Northern Samar",2015,17659596.55
"Maelang","Quezon",2013,3663461.34
"Maelang","Agusan del Sur",2011,0
"Maelang","Agusan del Sur",2012,0
"Maelang","Agusan del Sur",2013,0
"Maelang","Agusan del Sur",2014,0
"Maelang","Agusan del Sur",2015,0
"Maelang","Agusan del Sur",2016,0
"Maelang","Agusan del Sur",2017,0
"Maelang","Agusan del Sur",2018,0
"Maelang","Dinagat Islands",2012,3210310.32
"Maelang",NA,2019,0
"Maelang","Abra",2010,0
"Maelang","Abra",2011,0
"Maelang","Abra",2012,4.25
"Maelang","Abra",2016,513587.43
"Maelang","Abra",2018,187446
"Maelang","Pampanga",2012,10.5
"Maelang","Pampanga",2013,695494
"Maelang","Kalinga",2011,0
"Maelang","Kalinga",2015,4366836.74
"Maelang","Quezon",2011,246477.9
"Maelang","Quezon",2019,69500
"Maelang","Quezon",2011,4158111.76
"Maelang",NA,2013,612070
"Maelang","Misamis Oriental",2011,668724.91
"Maelang","Misamis Oriental",2012,422745.48
"Maelang","Laguna",2010,50000
"Maelang","Laguna",2011,128143
"Maelang","Laguna",2012,0
"Maelang","Laguna",2014,434052.18
"Maelang","Laguna",2015,421602.18
"Maelang","Laguna",2017,3687174.49
"Maelang","Laguna",2018,13800
"Maelang","Laguna",2019,477998.64
"Maelang","Lanao del Sur",2011,250000
"Maelang","Lanao del Sur",2010,8908898
"Maelang",NA,2020,0
"Maelang","Apayao",2010,11999285.62
"Maelang","Apayao",2011,12283014.72
"Maelang","Apayao",2012,15629306.45
"Maelang","Isabela",2015,2318443.53
"Maelang","La Union",2018,1441700
"Maelang","Nueva Ecija",2010,9780163.1
"Maelang","Nueva Ecija",2011,16792837.43
"Maelang","Nueva Ecija",2012,0
"Maelang","Nueva Ecija",2013,16898604.44
"Maelang","Nueva Ecija",2014,1701257.36
"Maelang","Nueva Ecija",2015,1595624
"Maelang","Nueva Ecija",2017,33640012.53
"Maelang","Nueva Ecija",2018,124541378.74
"Maelang","Nueva Ecija",2019,33470602.62
"Maelang","Camarines Sur",2010,592270
"Maelang","Camarines Sur",2012,387218.38
"Maelang","Davao Oriental",2010,15842200.08
"Maelang","Davao Oriental",2013,18445376.98
"Maelang","Davao Oriental",2014,254303303.72
"Maelang","Davao Oriental",2015,46456970.21
"Maelang","Davao Oriental",2016,296753377.47
"Maelang","Davao Oriental",2017,3866232.43
"Maelang","Davao Oriental",2012,5584391.43
"Maelang","Sultan Kudarat",2015,0
"Maelang","Sultan Kudarat",2017,983060
"Maelang",NA,39,240020443.09
"Maasim","Sarangani",2014,34460652.38
"Maasim","Sarangani",2018,0
"Maasim","Sarangani",2019,24679.59
"Maasin","Iloilo",2012,739910.34
"Maasin","Iloilo",2013,297830.34
"Maasin","Iloilo",2015,15706229.02
"Maasin","Iloilo",2016,4477334.64
"Maasin","Iloilo",2017,473390.31
"Maasin","Iloilo",2018,18388310.76
"Maasin","Iloilo",2019,1467479.29
"Maasin  City","Southern Leyte",2019,70213870.84
"Maasin  City","Leyte",2013,0
"Maasin  City","Southern Leyte",2011,1239840.22
"Maasin  City","Southern Leyte",2017,0
"Maasin  City","Southern Leyte",2018,172500
"Maayon","Capiz",2012,813890.85
"Maayon","Capiz",2013,1289260.32
"Maayon","Capiz",2015,827851
"Maayon","Capiz",2017,433228.1
"Maayon","Capiz",2018,459422.22
"Mabalacat  City","Pampanga",2018,4026320
"Mabinay","Negros Oriental",2010,1993277.94
"Mabinay","Negros Oriental",2011,2628425.94
"Mabinay","Negros Oriental",2012,5272630.8
"Mabinay","Negros Oriental",2013,60528097
"Mabinay","Negros Oriental",2015,478544.34
"Mabinay","Negros Oriental",2016,936974.43
"Mabinay","Negros Oriental",2019,1254453.11
"Mabini","Bohol",2011,227896.97
"Mabini","Bohol",2012,1217000
"Mabini","Bohol",2015,23880
"Mabini","Bohol",2016,1734354.08
"Mabini","Bohol",2018,1835410.8
"Mabini","Compostela Valley",2012,7334487.8
"Mabini","Compostela Valley",2013,0
"Mabini",NA,2019,1541838
"Mabitac","Laguna",2012,49238.68
"Mabitac","Laguna",2013,388101.67
"Mabitac","Laguna",2014,68138.68
"Mabitac","Laguna",2015,482138.68
"Mabitac","Laguna",2016,187368.68
"Mabitac","Laguna",2017,71907.63
"Mabuhay","Zamboanga Sibugay",2010,1456606.12
"Mabuhay","Zamboanga Sibugay",2020,1060000
"Mac Arthur","Leyte",2011,3529841.04
"Mac Arthur","Leyte",2014,0
"Mac Arthur","Leyte",2017,1284759.48
"Macalelon","Quezon",2014,20133
"Macalelon","Quezon",2015,47480
"Maco","Compostela Valley",2010,1184599
"Maco","Compostela Valley",2012,73241608.92
"Maco","Compostela Valley",2013,110000
"Maco","Compostela Valley",2014,0
"Maconacon","Isabela",2014,120997.41
"Maconacon","Isabela",2015,88230.5
"Maconacon","Isabela",2016,136611.21
"Macrohon","Southern Leyte",2010,0
"Macrohon","Southern Leyte",2015,137785.42
"Madalag","Aklan",2012,81710
"Madalag","Aklan",2014,68128.16
"Madalag","Aklan",2015,15000
"Madalag","Aklan",2019,408035.35
"Maddela","Quirino",2011,0
"Maddela","Quirino",2012,0
"Maddela","Quirino",2013,0
"Maddela","Quirino",2015,11518342.88
"Maddela","Quirino",2016,10995991.12
"Maddela","Quirino",2017,11623879.34
"Maddela","Quirino",2018,10654199.16
"Maddela","Quirino",2019,8431938.98
"Maddela","Quirino",2020,0
"Madrid","Surigao del Sur",2010,1005883.5
"Madrid","Surigao del Sur",2011,0
"Madrid","Surigao del Sur",2015,0
"Madridejos","Cebu",2010,3890732.23
"Madridejos","Cebu",2013,16343184.8
"Magalang","Pampanga",2018,0
"Magallanes","Agusan del Norte",2010,3846902.97
"Magallanes","Agusan del Norte",2011,5053740.86
"Magallanes","Agusan del Norte",2012,13002533.54
"Magallanes","Cavite",2019,0
"Magallanes","Sorsogon",2010,11122767.3
"Magallanes","Sorsogon",2011,1935485.69
"Magallanes","Sorsogon",2012,2363666.24
"Magallanes","Sorsogon",2018,1.19
"Magallanes",NA,2019,4499607.37
"Magallanes",NA,2020,0
"Magarao","Camarines Sur",2010,0
"Magarao","Camarines Sur",2011,0
"Magarao","Camarines Sur",2012,2602125.35
"Magarao","Camarines Sur",2013,81307932.62
"Magarao","Camarines Sur",2018,1.61
"Magdiwang","Romblon",2012,311367.15
"Magdiwang","Romblon",2013,179690
"Magpet","Cotabato",2010,147599778.02
"Magpet","Cotabato",2011,3000
"Magpet","Cotabato",2012,6178917.93
"Magpet","Cotabato",2015,0
"Magpet","Cotabato",2016,872602.84
"Magpet","Cotabato",2017,871039
"Magpet","Cotabato",2019,498650493.96
"Magsaysay","Davao del Sur",2012,3818275.01
"Magsaysay","Davao del Sur",2014,320938.14
"Magsaysay","Davao del Sur",2016,10650
"Magsaysay","Lanao del Norte",2010,1818107.29
"Magsaysay","Lanao del Norte",2011,0
"Magsaysay","Lanao del Norte",2013,1220000
"Magsaysay","Lanao del Norte",2015,885059.68
"Magsaysay","Lanao del Norte",2016,22474800.6
"Magsaysay","Lanao del Norte",2017,44181667.58
"Magsaysay","Lanao del Norte",2018,0
"Magsaysay","Misamis Oriental",2017,0
"Magsaysay","Misamis Oriental",2018,0
"Magsaysay","Occidental Mindoro",2014,50716833.31
"Magsaysay","Occidental Mindoro",2015,83207882.5
"Magsaysay","Occidental Mindoro",2016,3299428.08
"Magsaysay","Occidental Mindoro",2017,3418110.62
"Magsaysay","Occidental Mindoro",2018,1539241.54
"Magsaysay","Palawan",2010,7490198.52
"Magsaysay","Palawan",2013,582109.7
"Magsaysay","Palawan",2014,1241002.82
"Magsaysay","Palawan",2015,7493677.22
"Magsaysay","Palawan",2016,11259385.75
"Magsaysay","Palawan",2017,6861563.68
"Magsaysay","Palawan",2018,2250000
"Magsaysay","Palawan",2019,2250000
"Magsingal","Ilocos Sur",2010,65917675.4
"Magsingal","Ilocos Sur",2011,84259440.98
"Magsingal","Ilocos Sur",2012,73289994.56
"Magsingal","Ilocos Sur",2013,65986737.6
"Magsingal","Ilocos Sur",2014,62699397.6
"Magsingal","Ilocos Sur",2015,62472928.33
"Mahaplag","Leyte",2011,1639352.64
"Mahaplag","Leyte",2012,1733826.82
"Mahaplag","Leyte",2013,0
"Mahaplag","Leyte",2014,80653205.23
"Mahaplag","Leyte",2015,1704876.56
"Mahayag","Zamboanga del Sur",2010,0
"Mahayag","Zamboanga del Sur",2011,4099936.9
"Mahayag","Zamboanga del Sur",2013,6728435.19
"Mahayag","Zamboanga del Sur",2014,8784601.94
"Mahayag","Zamboanga del Sur",2015,18696926.83
"Mahayag","Zamboanga del Sur",2016,15437971.38
"Mahayag","Zamboanga del Sur",2017,119987093.27
"Mahayag","Zamboanga del Sur",2018,6655913.86
"Mahayag","Zamboanga del Sur",2019,4207184.1
"Maigo","Lanao del Norte",2010,701542.92
"Maigo","Lanao del Norte",2011,776588.77
"Maigo","Lanao del Norte",2012,449403.95
"Maigo","Lanao del Norte",2014,13106809
"Maigo","Lanao del Norte",2015,895621.99
"Maigo","Lanao del Norte",2016,6408627
"Maigo","Lanao del Norte",2017,11304960
"Maigo","Lanao del Norte",2018,28034072
"Maigo","Lanao del Norte",2019,1172266
"Maigo","Lanao del Norte",2020,1172266
"Mainit","Surigao del Norte",2010,0
"Mainit","Surigao del Norte",2011,3146920
"Mainit","Surigao del Norte",2012,0
"Mainit","Surigao del Norte",2013,15008575.14
"Mainit","Surigao del Norte",2014,0
"Mainit","Surigao del Norte",2015,0
"Mainit","Surigao del Norte",2017,0
"Mainit","Surigao del Norte",2019,11763500.19
"Mainit","Surigao del Norte",2020,4282258.98
"Maitum","Sarangani",2012,1894809.99
"Maitum","Sarangani",2014,47530905.65
"Maitum","Sarangani",2019,289600
"Majayjay","Laguna",2010,1157873.58
"Majayjay","Laguna",2011,1511388.45
"Majayjay","Laguna",2012,2440983.26
"Majayjay","Laguna",2013,479093.26
"Majayjay","Laguna",2014,339000
"Majayjay","Laguna",2019,3567865.87
"Majayjay","Laguna",2020,16383053.8
"Makati  City","Metro Manila",2016,6.63
"Makati  City","Metro Manila",2013,220508742.36
"Makati  City","Metro Manila",2014,1936.29
"Makati  City","Metro Manila",2016,6.63
"Makato","Aklan",2010,559211.61
"Makato","Aklan",2012,89349
"Makato","Aklan",2015,307187.75
"Makato","Aklan",2016,107362
"Makilala","Cotabato",2010,9541765.67
"Makilala","Cotabato",2011,10676610.36
"Makilala","Cotabato",2012,170376555.54
"Makilala","Cotabato",2015,0
"Makilala","Cotabato",2016,309084.08
"Makilala","Cotabato",2017,6554150.46
"Makilala","Cotabato",2018,1576338.18
"Malabang","Lanao del Sur",2012,0
"Malabang","Lanao del Sur",2015,0
"Malabang","Lanao del Sur",2017,0
"Malabon  City","Metro Manila",2010,67.83
"Malabon  City","Metro Manila",2011,20.33
"Malabon  City","Metro Manila",2013,0
"Malabon  City","Metro Manila",2014,0
"Malabuyoc","Cebu",2011,445768
"Malabuyoc","Cebu",2012,247355
"Malabuyoc","Cebu",2015,237091
"Malalag","Davao del Sur",2018,121273.45
"Malangas","Zamboanga Sibugay",2011,0
"Malangas","Zamboanga Sibugay",2012,3337141.65
"Malangas","Zamboanga Sibugay",2016,3571456.4
"Malangas","Zamboanga Sibugay",2017,214866120
"Malangas","Zamboanga Sibugay",2018,214866120
"Malangas","Zamboanga Sibugay",2019,0.31
"Malapatan","Sarangani",2010,4958255.05
"Malapatan","Sarangani",2012,8720251.33
"Malapatan","Sarangani",2013,6.47
"Malapatan","Sarangani",2014,79532182.42
"Malapatan","Sarangani",2020,0
"Malasiqui","Pangasinan",2015,188907.21
"Malasiqui","Pangasinan",2016,1026396.6
"Malasiqui","Pangasinan",2017,330480
"Malasiqui","Pangasinan",2018,454573.23
"Malasiqui","Pangasinan",2019,487904.86
"Malay","Aklan",2010,574786.97
"Malay","Aklan",2011,372542.19
"Malaybalay  City","Bukidnon",2010,6542875.79
"Malaybalay  City","Bukidnon",2013,1123971.52
"Malaybalay  City","Bukidnon",2016,2098531.74
"Malibcong","Abra",2013,2033080
"Malibcong","Abra",2014,518675.22
"Malibcong","Abra",2015,503849.13
"Malilipot","Albay",2010,13500
"Malilipot","Albay",2012,489546.48
"Malilipot","Albay",2020,0
"Malimono","Surigao del Norte",2010,0
"Malimono","Surigao del Norte",2013,6217557.35
"Malimono","Surigao del Norte",2014,0
"Malimono","Surigao del Norte",2015,53151653.79
"Malimono","Surigao del Norte",2019,2775000
"Malinao","Aklan",2010,206144
"Malinao","Aklan",2012,207474.97
"Malinao","Albay",2012,313515.07
"Malita","Davao del Sur",2014,18635000
"Malita","Davao del Sur",2015,49175999.52
"Malita","Davao del Sur",2016,25378278.54
"Malita","Davao Occidental",2018,188856.92
"Malitbog","Bukidnon",2017,1092907.91
"Malitbog","Bukidnon",2018,418166.89
"Malitbog","Southern Leyte",2015,0
"Malitbog","Southern Leyte",2017,1155823.54
"Mallig","Isabela",2011,2910075.05
"Mallig","Isabela",2014,2941312.22
"Mallig","Isabela",2015,4624956.43
"Mallig","Isabela",2016,5395233.07
"Mallig","Isabela",2017,3684202.92
"Mallig","Isabela",2018,2612816.9
"Mallig","Isabela",2019,0
"Mallig","Isabela",2020,1064712.19
"Malolos  City","Bulacan",2017,0
"Malolos  City","Bulacan",2018,0
"Malungon","Sarangani",2013,543890.68
"Malvar","Batangas",2019,119951
"Mamasapano","Maguindanao",2010,385627.14
"Mamasapano","Maguindanao",2020,0
"Mambajao","Camiguin",2012,0
"Mambajao","Camiguin",2020,4218927.16
"Mamburao","Occidental Mindoro",2015,172413956.78
"Mamburao","Occidental Mindoro",2016,101575052.9
"Mamburao","Occidental Mindoro",2018,80480801.62
"Mamburao","Occidental Mindoro",2019,67845354.13
"Mamburao","Occidental Mindoro",2020,5853718.56
"Manaoag","Pangasinan",2013,390554.34
"Manapla","Negros Occidental",2010,11077962.22
"Manapla","Negros Occidental",2011,13760355.26
"Manapla","Negros Occidental",2012,8333489.92
"Manapla","Negros Occidental",2017,4831626.98
"Manapla","Negros Occidental",2018,4947150.66
"Manapla","Negros Occidental",2019,4271361.17
"Manapla","Negros Occidental",2020,3354296.42
"Manay","Davao Oriental",2013,10386084.35
"Manay","Davao Oriental",2014,28272284.89
"Manay","Davao Oriental",2015,10238830.09
"Manay","Davao Oriental",2016,89728443.59
"Manay","Davao Oriental",2018,8586569.31
"Manay","Davao Oriental",2019,6396832.91
"Manay","Davao Oriental",2020,5886336.01
"Mandaluyong  City","Metro Manila",2020,25.27
"Mandaluyong  City","Metro Manila",2010,168.2
"Mandaluyong  City","Metro Manila",2011,37.33
"Mandaluyong  City","Metro Manila",2013,37.18
"Mandaluyong  City","Metro Manila",2014,37.9
"Mandaluyong  City","Metro Manila",2015,0
"Mandaluyong  City","Metro Manila",2016,24.67
"Mandaluyong  City","Metro Manila",2017,47.11
"Mandaluyong  City","Metro Manila",2018,42.76
"Mandaluyong  City","Metro Manila",2019,35.55
"Mandaon","Masbate",2010,4266819.97
"Mandaon","Masbate",2011,1056513.9
"Mandaon","Masbate",2012,5433068.68
"Mandaon","Masbate",2013,15485919.08
"Mandaon","Masbate",2018,0
"Mandaon","Masbate",2020,0
"Mandaue  City","Cebu",2019,16115000
"Mandaue  City","Cebu",2020,0
"Mandaue  City","Cebu",2011,0
"Mandaue  City","Cebu",2012,29702007.16
"Mandaue  City","Cebu",2013,35720299.66
"Mandaue  City","Cebu",2014,6.6
"Mandaue  City","Cebu",2015,7023008.18
"Mandaue  City","Cebu",2016,54591493.66
"Mandaue  City","Cebu",2017,10236960.2
"Mandaue  City","Cebu",2010,8712076.55
"Mangaldan","Pangasinan",2012,968867.77
"Mangaldan","Pangasinan",2013,462626.83
"Mangaldan","Pangasinan",2015,1166418
"Mangaldan","Pangasinan",2020,0
"Mangatarem","Pangasinan",2014,2739992.59
"Mangatarem","Pangasinan",2015,524609
"Mangatarem","Pangasinan",2016,0
"Mangatarem","Pangasinan",2018,387012.06
"Manila  City","Metro Manila",2012,89.66
"Manila  City","Metro Manila",2017,360.56
"Manila  City","Metro Manila",2018,0
"Manito","Albay",2012,994106.8
"Manjuyod","Negros Oriental",2012,3197596.44
"Manjuyod","Negros Oriental",2013,2254427.22
"Manjuyod","Negros Oriental",2014,3325838.51
"Manjuyod","Negros Oriental",2015,806980.81
"Manjuyod","Negros Oriental",2017,4.1
"Manjuyod","Negros Oriental",2018,3312680.86
"Manjuyod","Negros Oriental",2019,2817552.99
"Mankayan","Benguet",2013,0
"Manolo Fortich","Bukidnon",2015,5362691.7
"Manolo Fortich","Bukidnon",2017,457665.03
"Mansalay","Oriental Mindoro",2012,490689
"Mansalay","Oriental Mindoro",2016,736459
"Mansalay","Oriental Mindoro",2019,750000
"Mansalay","Oriental Mindoro",2014,486165.83
"Mapanas","Northern Samar",2015,23883441.9
"Mapandan","Pangasinan",2017,138700
"Mapandan","Pangasinan",2018,138700
"Mapandan","Pangasinan",2019,167000
"Marabut","Samar",2012,19198463.88
"Marabut","Samar",2015,12.9
"Marabut","Samar",2019,766937.28
"Maragodon","Cavite",2017,402506.96
"Maragondon","Cavite",2012,189893
"Maragondon","Cavite",2016,11824930.58
"Maragusan","Compostela Valley",2013,229627.17
"Maramag","Bukidnon",2013,0
"Maramag","Bukidnon",2016,260451.98
"Maramag","Bukidnon",2018,2432141.9
"Margosatubig","Zamboanga del Sur",2010,3720281.94
"Margosatubig","Zamboanga del Sur",2011,5534444.59
"Margosatubig","Zamboanga del Sur",2012,1971640.49
"Margosatubig","Zamboanga del Sur",2013,12189998.37
"Margosatubig","Zamboanga del Sur",2014,30014739.76
"Margosatubig","Zamboanga del Sur",2015,15897554.87
"Margosatubig","Zamboanga del Sur",2016,25613677.69
"Margosatubig","Zamboanga del Sur",2017,9793872.82
"Margosatubig","Zamboanga del Sur",2019,16115477.08
"Maria","Siquijor",2019,264147.69
"Maria Aurora","Aurora",2010,2118391.26
"Maria Aurora","Aurora",2011,316141.41
"Maria Aurora","Aurora",2012,1226232.84
"Maria Aurora","Aurora",2013,1045366.26
"Maria Aurora","Aurora",2014,1274745.92
"Marihatag","Surigao del Sur",2011,1258253.56
"Marihatag","Surigao del Sur",2016,2417483.87
"Marikina  City","Metro Manila",2020,10.2
"Marikina  City","Metro Manila",2017,3.17
"Marilao","Bulacan",2016,553800
"Maripipi","Biliran",2011,2199562.87
"Maripipi","Biliran",2012,0
"Masantol","Pampanga",2012,3.23
"Masantol","Pampanga",2013,7723984.93
"Masantol","Pampanga",2017,1698400
"Masbate  City","Masbate",2010,8099634.25
"Masbate  City","Masbate",2013,3212594.64
"Masbate  City","Masbate",2011,4422693.61
"Masinloc","Zambales",2010,1171406.63
"Masinloc","Zambales",2012,35104561.09
"Masinloc","Zambales",2017,8015640.35
"Maslog","Eastern Samar",2013,622558.25
"Maslog","Eastern Samar",2015,1325561.5
"Maslog","Eastern Samar",2016,520062.68
"Mataasna Kahoy","Batangas",2015,389600
"Matag-ob","Leyte",2012,3057608.05
"Matag-ob","Leyte",2013,136634.47
"Matag-ob","Leyte",2015,14228075.02
"Matag-ob","Leyte",2018,34
"Matalam","Cotabato",10,188872710.55
"Matalam","Cotabato",2011,2161732.35
"Matalam","Cotabato",2012,3677220.98
"Matalom","Leyte",2012,998921.81
"Matanao","Davao del Sur",2016,1400000
"Matanao","Davao del Sur",2017,5000000
"Matanog","Maguindanao",2014,192878.45
"Matanog","Maguindanao",2016,72498787.38
"Mati  City","Davao Oriental",2020,0
"Mati  City","Davao Oriental",2013,2543507.4
"Mati  City","Davao Oriental",2016,6980833.07
"Mati  City","Davao Oriental",2017,13137525.21
"Mati  City","Davao Oriental",2018,39684935.26
"Mati  City","Davao Oriental",2012,2095107.75
"Mati  City","Davao Oriental",2010,571069.73
"Matnog","Sorsogon",2010,352502.4
"Matnog","Sorsogon",2013,1.59
"Matnog","Sorsogon",2018,8.36
"Matnog","Sorsogon",2020,12.24
"Matuguinao","Samar",2010,11799425.9
"Matuguinao","Samar",2012,68112401.26
"Matuguinao","Samar",2013,19615033.65
"Matuguinao","Samar",2016,2151856
"Matuguinao","Samar",2017,100000
"Matuguinao","Samar",2018,304956.78
"Matungao","Lanao del Norte",2012,0
"Mauban","Quezon",2016,90000
"Mauban","Quezon",2018,0
"Mauban","Quezon",2019,1729210.18
"Mawab","Compostela Valley",2010,0.82
"Mawab","Compostela Valley",2011,0
"Mawab","Compostela Valley",2012,2930718.36
"Mawab","Compostela Valley",2015,2724795.89
"Mayantoc","Tarlac",2010,999541.06
"Mayantoc","Tarlac",2011,2714000
"Mayantoc","Tarlac",2015,766834.56
"Mayantoc","Tarlac",2016,306322.32
"Maydolong","Eastern Samar",2011,578757.1
"Maydolong","Eastern Samar",2012,183349.9
"Maydolong","Eastern Samar",2013,109528
"Maydolong","Eastern Samar",2015,3450000
"Maydolong","Eastern Samar",2019,525518.8
"Mayorga","Leyte",2010,2.3
"Mayorga","Leyte",2014,7941242.38
"Mayorga","Leyte",2016,5292274.06
"Mayoyao","Ifugao",2020,2492113
"Medellin","Cebu",2010,9164129.54
"Medellin","Cebu",2012,0
"Medellin","Cebu",2015,1300000
"Medellin","Cebu",2016,0
"Medellin","Cebu",2018,13130805.72
"Medina","Misamis Oriental",2017,0
"Mendez","Cavite",2010,600458.49
"Mendez","Cavite",2011,606272.65
"Mendez","Cavite",2013,1374047.2
"Mendez","Cavite",2014,458127.58
"Mendez","Cavite",2016,177638.49
"Mendez","Cavite",2019,274874.59
"Mercedes","Camarines Norte",2010,574500
"Mercedes","Camarines Norte",2012,42409.82
"Mercedes","Eastern Samar",2012,133471.03
"Merida","Leyte",2012,2484443.49
"Merida","Leyte",2013,1115327.75
"Merida","Leyte",2015,1154730.32
"Merida","Leyte",2019,904538.66
"Mexico","Pampanga",2012,402154.97
"Mexico","Pampanga",2013,200432026.72
"Meycauayan  City","Bulacan",2019,26139835.43
"Miag-ao","Iloilo",2015,8376146.79
"Miag-ao","Iloilo",2016,1354056.77
"Miag-ao","Iloilo",2018,110105382
"Midsalip","Zamboanga del Sur",2012,6696490.23
"Midsalip","Zamboanga del Sur",2015,0
"Midsalip","Zamboanga del Sur",2016,0
"Midsalip","Zamboanga del Sur",2017,0
"Midsayap","Cotabato",2013,10000
"Milagros","Masbate",2010,1447101.45
"Milagros","Masbate",2012,49237161.29
"Milagros","Masbate",2020,53.23
"Milaor","Camarines Sur",2011,139301.82
"Milaor","Camarines Sur",2012,146782.65
"Milaor","Camarines Sur",2013,279317.96
"Milaor","Camarines Sur",2018,1.77
"Mina","Iloilo",2010,205762.34
"Mina","Iloilo",2012,165268.75
"Mina","Iloilo",2014,342718.93
"Mina","Iloilo",2015,1060717.65
"Mina","Iloilo",2018,4228378.52
"Minalabac","Camarines Sur",2010,3339435.6
"Minalabac","Camarines Sur",2011,10942723.13
"Minalabac","Camarines Sur",2012,1290681.7
"Minalabac","Camarines Sur",2013,3671072.62
"Minalabac","Camarines Sur",2018,4.26
"Mlang","Cotabato",2010,0
"Mlang","Cotabato",2012,1855323.26
"Mlang","Cotabato",2014,397619.74
"Mlang","Cotabato",2016,12120746.12
"Mlang","Cotabato",2018,4635872.16
"Moalboal","Cebu",2010,10123163.09
"Moalboal","Cebu",2012,277637.25
"Mobo","Masbate",2012,2988046.94
"Mobo","Masbate",2018,2657905.31
"Mogpog","Marinduque",2010,162446.07
"Mogpog","Marinduque",2011,3079873
"Mogpog","Marinduque",2012,0
"Mogpog","Marinduque",2013,7378928.39
"Mogpog","Marinduque",2019,575471
"Moises Padilla","Negros Occidental",2019,11380495.57
"Moises Padilla","Negros Occidental",2010,2191515.14
"Moises Padilla","Negros Occidental",2011,3224622.92
"Moises Padilla","Negros Occidental",2012,1548189.68
"Moises Padilla","Negros Occidental",2013,1293206.12
"Moises Padilla","Negros Occidental",2017,0
"Moises Padilla","Negros Occidental",2018,0
"Molave","Zamboanga del Sur",2012,3518514.48
"Molave","Zamboanga del Sur",2013,333685.29
"Molave","Zamboanga del Sur",2014,181992.61
"Molave","Zamboanga del Sur",2015,1201409.31
"Molave","Zamboanga del Sur",2016,462015543.25
"Molave","Zamboanga del Sur",2017,12512683.09
"Mondragon","Northern Samar",2011,3094811.98
"Mondragon","Northern Samar",2012,15815559.21
"Mondragon","Northern Samar",2013,14295015.97
"Mondragon","Northern Samar",2014,20740757.4
"Mondragon","Northern Samar",2015,0
"Mondragon","Northern Samar",2017,72680207.74
"Mondragon","Northern Samar",2018,75047186.46
"Mondragon","Northern Samar",2019,0
"Mondragon","Northern Samar",2020,351900
"Monkayo","Compostela Valley",2010,0
"Monkayo","Compostela Valley",2015,13842972.07
"Monkayo","Compostela Valley",2016,725031.05
"Monreal","Masbate",2011,3610351.81
"Monreal","Masbate",2012,4375151.87
"Monreal","Masbate",2013,4520180.06
"Montevista","Compostela Valley",2016,7724634.06
"Montevista","Compostela Valley",2019,2623428.99
"Morong","Bataan",2018,0
"Morong","Rizal",2014,83930.87
"Motiong","Samar",2012,70098942.34
"Motiong","Samar",2013,1208361.56
"Motiong","Samar",2015,139564.41
"Mulanay","Quezon",2011,20740
"Muntinlupa  City","Metro Manila",2011,26.66
"Muntinlupa  City","Metro Manila",2012,18.55
"Muntinlupa  City","Metro Manila",2013,0
"Muntinlupa  City","Metro Manila",2014,0
"Muntinlupa  City","Metro Manila",2016,0
"Muntinlupa  City","Metro Manila",2017,0
"Muntinlupa  City","Metro Manila",2018,0
"Muntinlupa  City","Metro Manila",2019,32.11
"Murcia","Negros Occidental",2015,5913429.29
"Murcia","Negros Occidental",2016,233199519.39
"Murcia","Negros Occidental",2017,459131323.51
"Murcia","Negros Occidental",2018,553207529.37
"Murcia","Negros Occidental",2019,117569475.48
"Murcia","Negros Occidental",2020,28580147.84
"Mutia","Zamboanga del Norte",2010,1775608.7
"Mutia","Zamboanga del Norte",2011,3371549.97
"Mutia","Zamboanga del Norte",2015,101896468.09
"Mutia","Zamboanga del Norte",2018,144766.28
"Mutia","Zamboanga del Norte",2020,0.71
"Naawan","Misamis Oriental",2018,0
"Naawan","Misamis Oriental",2010,0
"Naawan","Misamis Oriental",2012,0
"Naawan","Misamis Oriental",2017,230253
"Nabas","Aklan",2011,332785.48
"Nabas","Aklan",2012,156891.28
"Nabas","Aklan",2017,206799
"Nabas","Aklan",2018,255491
"Nabas","Aklan",2019,459677.72
"Nabua","Camarines Sur",2012,2065252.74
"Nabua","Camarines Sur",2013,1778797.7
"Nabua","Camarines Sur",2018,8.37
"Nabunturan","Compostela Valley",2015,1747547.8
"Nabunturan","Compostela Valley",2016,6130471.83
"Naga","Zamboanga Sibugay",2011,20444040.56
"Naga","Zamboanga Sibugay",2013,10541302.88
"Naga","Zamboanga Sibugay",2015,32047768.82
"Naga","Zamboanga Sibugay",2016,224712.04
"Naga","Zamboanga Sibugay",2017,50683263.45
"Naga","Zamboanga Sibugay",2018,0
"Naga  City","Camarines Sur",2012,0
"Naga  City","Camarines Sur",2013,0
"Naga  City","Cebu",2011,316800613.96
"Naga  City","Cebu",2017,0
"Naga  City",NA,2010,5748772.59
"Naga  City",NA,2011,62128565.07
"Naga  City",NA,2014,0
"Nagcarlan","Laguna",2011,2750
"Nagtipunan","Quirino",2010,51033055
"Nagtipunan","Quirino",2011,54860635.34
"Nagtipunan","Quirino",2012,41693189.21
"Nagtipunan","Quirino",2013,135406807.94
"Nagtipunan","Quirino",2014,58.01
"Nagtipunan","Quirino",2015,137.55
"Nagtipunan","Quirino",2016,482485.15
"Nagtipunan","Quirino",2017,412848038.56
"Nagtipunan","Quirino",2018,77599770.29
"Nagtipunan","Quirino",2019,151702652.4
"Nampicuan","Nueva Ecija",2010,938409.9
